restaurant_name,review_id,review_text,review_rating,review_timestamp,reviewer_id,reviewer_total_reviews,reviewer_is_local_guide
Wulao無老鍋 (Wulao Vincom Bà Triệu),Ci9DQUlRQUNvZENodHljRjlvT21rMlUwRTFaVkJZV0dKdWNFRklkRFJsVEdka05VRRAB,rất hợp vị phục vụ rất chu đáo,5,2026-06-02T06:07:36.934Z,user_clone_65745,2,0
Wulao無老鍋 (Wulao Vincom Bà Triệu),Ci9DQUlRQUNvZENodHljRjlvT2pkeFdsOUNiVGhUYzJkNVNHOWFTR0ZOUm14Q2MwRRAB,Tuyetvoivoler,5,2026-06-02T06:06:12.448Z,user_clone_37291,2,0
Wulao無老鍋 (Wulao Vincom Bà Triệu),Ci9DQUlRQUNvZENodHljRjlvT21KV1YxUXhWbkV0WVV4dmNIVlNWVW8yV0VoTFZGRRAB,"hôm nay ăn lẩu tê cay
có năm miếng tiết nhìn hay quá chừng",5,2026-06-02T05:54:40.892Z,user_23486,35,0
Wulao無老鍋 (Wulao Vincom Bà Triệu),Ci9DQUlRQUNvZENodHljRjlvT2prMWRtaE1kbkptUlVwR2FESndiVUo2VG5aWFQzYxAB,"đồ ăn siêu ngon nhe (đặc biệt là tôm phỉ thúy với tôm viên), nhân viên take care tận tâm, sẽ quay lại nhiều",5,2026-06-02T05:54:31.142Z,user_73723,105,1
Wulao無老鍋 (Wulao Vincom Bà Triệu),Ci9DQUlRQUNvZENodHljRjlvT2pOT1JWZEdObVJKWjNSelZGaENTalptUTNwTFZVRRAB,"Nước lẩu đậm đà hợp vị mình, đồ nhúng tươi ngon sạch sẽ. Giá cả có hơi cao một chút nhưng xứng đáng chất lượng.",5,2026-06-02T04:00:15.170Z,user_50988,71,0
Wulao無老鍋 (Wulao Vincom Bà Triệu),Ci9DQUlRQUNvZENodHljRjlvT2xWV2VGWkJPVVV6UVhoR1JYQTNiazFHUW10dWQzYxAB,"Nước lẩu đậm đà hợp vị mình, đồ nhúng tươi ngon sạch sẽ. Giá cả có hơi cao một chút nhưng xứng đáng chất lượng.",5,2026-06-02T03:59:41.081Z,user_42739,31,0
Wulao無老鍋 (Wulao Vincom Bà Triệu),Ci9DQUlRQUNvZENodHljRjlvT2xabFJIVnZPSFJsZERrMFJUWklORWc1U1RoclkwRRAB,ngon,5,2026-06-02T03:59:30.219Z,user_clone_53524,1,0
Wulao無老鍋 (Wulao Vincom Bà Triệu),Ci9DQUlRQUNvZENodHljRjlvT2xVd2RpMDRXWEF3ZFU5MFMzUnBXR1ZsUkdKelRVRRAB,Ngon,5,2026-06-02T01:48:09.178Z,user_clone_87017,2,0
Wulao無老鍋 (Wulao Vincom Bà Triệu),Ci9DQUlRQUNvZENodHljRjlvT25GVGVUaDRjMlY0TjBOTmJXOXVkeTE1YUhsTE5rRRAB,"Ăn buffet ở đây khá hời, nhiều món lựa chọn, hải sản tươi. Sẽ giới thiệu cho bạn bè.",5,2026-06-01T14:54:00.721Z,user_13877,76,0
Wulao無老鍋 (Wulao Vincom Bà Triệu),Ci9DQUlRQUNvZENodHljRjlvT2xNNE1WQkZNeTFWVkhCck0zRnlja3Q1Y1VSemVHYxAB,"Đồ ăn ngon tuyệt vời, đóng gói cẩn thận sạch sẽ, giao hàng siêu nhanh luôn á, sẽ ủng hộ tiếp.",5,2026-06-01T14:50:06.160Z,user_clone_24866,1,0
Wulao無老鍋 (Wulao Vincom Bà Triệu),Ci9DQUlRQUNvZENodHljRjlvT2twc1gwRjFiMEpoTm5reVdGUktTMVF3WkVGSVdWRRAB,"Nhân viên phục vụ nhiệt tình, ngoan ngoãn, lễ phép. Đồ ăn ngon",5,2026-06-01T13:28:02.324Z,user_clone_71059,2,0
Wulao無老鍋 (Wulao Vincom Bà Triệu),Ci9DQUlRQUNvZENodHljRjlvT2tGbE5VUjFWemRrTjBkR1kwbGhVbXMxTTNZNVoxRRAB,"Ăn buffet ở đây khá hời, nhiều món lựa chọn, hải sản tươi. Sẽ giới thiệu cho bạn bè.",5,2026-06-01T12:58:35.676Z,user_94276,34,1
Wulao無老鍋 (Wulao Vincom Bà Triệu),Ci9DQUlRQUNvZENodHljRjlvT2xGblVUVlpWVTAzTnkxS1REVnVSbEIzWldwU1YxRRAB,"Ăn buffet ở đây khá hời, nhiều món lựa chọn, hải sản tươi. Sẽ giới thiệu cho bạn bè.",5,2026-06-01T12:55:39.951Z,user_54382,95,0
Wulao無老鍋 (Wulao Vincom Bà Triệu),Ci9DQUlRQUNvZENodHljRjlvT2pWc2NGSXhPRU5CY2taRVFqSjFibWQ1WkZsNmVrRRAB,Tôi đã ăn nhiều lần rất ngon ạ,5,2026-05-31T14:02:40.261Z,user_29550,6,1
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2tKbFgxcHNlbkZqUTBwS1pubFdZbXBYYVhGMFgxRRAB,"Đồ ăn tạm ổn, menu phong phú nhưng phục vụ hơi chậm.
Quán bắt đầu có mùi thức ăn khá đậm trong không gian và sàn khá dính. Cảm giác chưa chỉn chu.",4,2026-05-30T14:20:47.256Z,user_74180,102,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT205SGRFTkplV3B4WTFST1gyaE5SbTl6UWpaTFFVRRAB,"Đang ăn thì nhân viên tắt điều hoà để đuổi khách, thái độ không thể chấp nhận được",1,2026-05-28T06:49:52.466Z,user_64527,45,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2xkVVRWaHJRM0pEUzJSSmFVdHNURlJyZFhaSGJsRRAB,"Trước mình ăn thấy quầy line khá nhiều nhưng có vẻ nhà hàng bỏ đi khá nhiều r thì phải, quay lại vì đợt trước ăn cái mắm cá ngon giờ bỏ mất r tiếc ghê, nhưng thôi vì đồ ăn vẫn khá ổn nên cho nhà hàng 5 sao",5,2026-05-27T13:25:15.845Z,user_clone_28529,2,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT21oaGQxcFdkRWgxV21NelFuZEdjRmt6YlU5UlZtYxAB,đồ ăn ngon phục vụ tốt mình sẽ quay lại,5,2026-05-27T13:16:17.671Z,user_54764,107,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2xCU2FuSlFjRFEyWWxwSmFqYzBTVXhFTlhrM1UxRRAB,"Đã ăn nhiều cơ sở của Giang Mỹ nhưng lần đầu tiên ăn ở đây và trải nghiệm quá tệ. Mình gọi 1 cá lăng nướng và 1 heo quay. Bình thường cá ở các cơ sở khác rất ngon, lần này mình ăn cá rất khô ăn như bột. Bạn mình ăn được ba miếng không chịu nổi nữa báo nhân viên, các bạn cũng hỗ trợ đổi các miếng còn lại. Sau khi ăn bạn mình cảm giác chướng bụng và khó chịu, đến tối về bạn mình vẫn đau bụng âm ỉ và cuối cùng nôn hết ra thì đỡ, khổ thật sự. Bọn mình chỉ ăn tối ở Giang Mỹ, không ăn gì khác. Không biết có phải quán dùng cá đông lạnh quá lâu không. Sẽ không quay lại.",1,2026-05-27T03:49:16.164Z,user_40047,60,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT21WcGIxWlVOMG80TnkxMk4yaHBla3hVUWxkSmRYYxAB,"Thái độ nhân viên hơi kém, gọi thêm đồ mà mãi không thấy mang lên. Được cái đồ ăn cứu vớt lại khá ngon.",1,2026-05-21T16:19:05.532Z,user_67137,23,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT25WS2NUSjNSRWRaZFhCRGIydG9hbXRuUTBwWlFsRRAB,"Thái độ nhân viên kém từ quản lý thu ngân đến phục vụ bàn , người ta ăn mất tiền chứ ko xin của quán lên thể hiện thái độ cũng vừa phải",1,2026-05-18T14:01:49.496Z,user_50987,38,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2pCT1FXSmtNblpqV1ZweFNVZEJabFZtUzFONFNrRRAB,"Quite delicious food. Got bánh tráng cuốn thịt heo, cá linh chuối đậu and chả ốc.",5,2026-05-14T13:29:28.189Z,user_45589,52,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2poYU1WTkhlVmR5VkVwdVFYSjVSMUI0UkVsTVJsRRAB,"Quẩy thiếu đồ kêu hết . Có 3 món thi 2 món hết . Phục vụ kêu mãi k thấy đâu. Xin gi đều bảo k co, cụ thể như xin tỏi cũng bảo k có .
Thịt cuốn thi thái mỏng và vụn",1,2026-05-14T11:06:38.653Z,user_57416,13,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2psVk5uTkVSVGhFWmpoS1dYWkVaVWROUkZkQ1ZXYxAB,"Thu 50k khu quầy line cho 2 khách nhưng tất cả các khay đều trống hết sạch đồ. Mang cho khách 2 tập bánh tráng dùng dở mỗi tập 2-3 tờ, khi xin thêm thì nv lờ đi không mang ra. Giá cao so với các hàng cuốn nổi tiếng khác.",1,2026-05-10T07:04:14.999Z,user_36098,19,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2t0dGMwUnBUVE4zZEdVdGNtcE5lRU5wYm5sa05HYxAB,mình thấy ăn đắt mà chất lượng đồ ăn bình thường,3,2026-05-07T09:51:09.054Z,user_11038,30,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2xoNk5DMUpPVm8xYjJvMmFsQkZNVkZrZVc5emVsRRAB,"Nhà hàng ồn ào. Đồ ăn không ngon, nhiều ruồi đậu vào đồ ăn mất vệ sinh. Nhân viên chưa có kinh nghiệm. Phụ thu quầy line bất hợp lý, kể cả khách không có nhu cầu sử dụng.",1,2026-05-01T05:34:05.351Z,user_66456,16,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2taS09YQk9iSFZQWDJKZlZHZG1lVVY2Ulc1YVpuYxAB,"Đồ ăn ngon, không gian đẹp, phù hợp đông người",5,2026-04-26T10:30:10.934Z,user_clone_92326,2,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT21oRFFtdG9hblY0ZVdNeGRWQjZWV3hPTjFOamFrRRAB,Đồ ăn rất ngon và phục vụ tốt,5,2026-04-25T09:39:38.440Z,user_12350,99,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT25neGJEVnVNRmxCY0hkSVZqSmZRazFYTTBSdFNuYxAB,"Đồ ăn ngon, trải nghiệm rất tốt. Đến đây khuyên mọi người ăn món bánh tráng thịt nướng đầu tiên",5,2026-04-25T09:17:42.949Z,user_99057,29,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2pCcE5VNUZaalZHVlRaeGRYcEZPR280TlZZMU9WRRAB,"Đồ ăn ngon, nhân viên nhiệt tình. Sẽ quay lại nhiều lần tới",5,2026-04-24T23:38:57.327Z,user_70876,28,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2pGUWF6RTROMkZpTm5KWmVYWXRaVlpZVEdKU1FXYxAB,"đồ ăn ngon, đa dạng món, phục vụ tận tình",5,2026-04-24T08:24:46.401Z,user_33892,48,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2t4SGNrWkdjVzEzT0hCb1oxTTJTVEo1UldSb2RFRRAB,"Quầy line bắt buộc 25k toàn đồ dở tệ, nhìn bẩn. Bước vào thì mùi ẩm mốc. Nhânn viên thì kê ghế hay đặt bát đĩa tạo tiếng ồn lớn.Gọi 3 món thì như đồ làm sẵn từ lâu. Cá kèo nướng ít ra phải còn ấm chứ nguội ngắt.",1,2026-04-24T04:44:27.261Z,user_26227,79,1
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2t4cmRqQllUWFZ3VjNwT1JHNU9hV3ByVW5aR1dVRRAB,Đồ ăn ngon nên thử nha cả nhàaaa,5,2026-04-23T07:18:17.428Z,user_clone_88767,2,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT205Wk1HMDFlRU14Tkdwb09FMHlXRFV4YlZabFZFRRAB,"Nhân viên không tư vấn đầy đủ trc khi khách gọi đồ,  ban đầu chỉ báo 25k quầy line , chúng tôi đang ăn thì ra bảo không đủ 150k / người thì vé vào cửa từ 25k thành 59k . Tôi đang đánh giá khi tôi ngồi trực tiếp ở quán luôn . Bất lịch sự vô cùng .",1,2026-04-20T06:10:41.011Z,user_18036,52,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT25GdGVXVjNOSFJPTTI5c09VOXJaMjl4UzBOck5GRRAB,Bạn Khà Thị Thu lên trả tiền cho mình ạ bạn vẫn đi làm ở nhà hàng mà không trả tiền cho mình là sao ạ mình cho soạn các cơ sở đấy ạ,1,2026-04-19T11:34:26.130Z,user_42957,102,1
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT21wQ1NqVnVhVWxVY21SM2JHVXdUMHRVZVROeWExRRAB,"Bánh tráng cuốn ngon vchhh. Không gian rộng, đẹp, xịnnn",5,2026-04-14T03:46:58.545Z,user_42975,58,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2tod2VIbEhSVzh6V25kU2IwaDNlalZ3T1RkbWNVRRAB,"Quán ăn rộng rãi, đồ ăn ngon, chỉn chu, nv ngoan, phù hợp tiệc gia đình, hội nhóm, công ty",5,2026-04-13T10:49:57.359Z,user_99678,10,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT21aT1ZFNDNlVXd4U0d4SGNtVlBVbE5YTVhCT00zYxAB,"Quán đồ ăn ngon, hợp khẩu vị. Nhân viên tư vấn nhiệt tình, chân thành, đặt mình vào cương vị khách để tư vấn. Rất ưng nhé ạ!",5,2026-04-13T09:37:51.398Z,user_20057,115,1
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT25Kd01HeEtjM1p2TjJoVk4xTklkbEZQUjNOT04zYxAB,"Đồ ăn khá ổn. Mình khá là hay ăn ở chuỗi cửa hàng này nhưng cơ sở này thì lần này sẽ là lần cuối. Thái độ của nv cực kỳ tệ.
Chính sách vào cửa và giá nv đã phổ biến từ đầu rồi, kh nắm được nhưng mới dùng bữa thì nv đi tới cao giọng nhắc nhở “các chị gọi chưa đủ 150k/người. Các chị gọi thêm đồ giúp em”
Làm ảnh hưởng tới trải nghiệm dùng bữa của khách hàng, khó chịu thực sự. Nếu khách đứng lên đi về k nói, mới ra đc 2 món, đang ngồi ăn. Có cần phải vậy k?",3,2026-04-05T05:05:54.147Z,user_69184,51,1
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT21kamQwWTViV3N0T1RGMlNUbFpiVXR5TWw5TFdWRRAB,"Mình thấy ở mức vừa phải, không quá xuất sắc, hôm đó nhậu nên k chụp lại ảnh :)))",4,2026-03-25T16:09:46.441Z,user_40830,97,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2sxamIyMXZkR3c0YkUxdFl6RkVTV3h2TUhOeGJYYxAB,"Khởi đầu đặt món xong nhân viên k xác nhận
Về món thì nước lẩu rất mặn
Gọi thêm nước nhân viên đứng quầy nc k care khách
Sau khi gọi lớn thì nhân viên ra quầy tiếp nhận và 5ph sau quay lại hỏi nước lẩu vẫn chưa ra à a
Nói chung là trải nghiệm tệ
Không đáng để quay lại",1,2026-03-24T12:38:52.518Z,user_66908,72,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2t0SVNsaFRSWGhoVHkxbFMxazVTR0YwYWpJdGJuYxAB,"Ngon, hơi ồn",5,2026-03-24T00:51:37.804Z,user_clone_97047,1,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2pBM2VtaGllbTVrUlVOaWRqQk9UMWN5TkhsU2JsRRAB,"Làm ăn mập mờ. 25k phí vào cửa. Tăng lên 59k nếu mỗi người không ăn trung bình 150k (không tính thuế + phụ phí). Nhân viên không thông báo trước.
Sau khỏi quay lại.",1,2026-03-11T13:21:07.711Z,user_70852,35,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2xCVVVEaDNjR1ZZUWtndFgzazJVVmxEU205UmRuYxAB,Giá cả phải chăng. - 1 điểm. Bác bảo vệ hách dịch.,4,2026-03-08T15:07:25.966Z,user_85522,106,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT21wNlUxOUZPWFpmVTFCWU4yeGZSMmhGY1ZGeVEwRRAB,"Chất lượng chưa tương xứng giá cả. Nhà vệ sinh có mùi. Nhân viên không sát sao. Mình phản ảnh 2 đĩa salad không cùng lượng trứng cá, 1 đĩa rất ít trứng cá, thì nhân viên cũng chẳng nói gì. Vài món hơi mặn. Thịt ba chỉ, cá lăng có vẻ nấu lâu đã nguội, cứng.",3,2026-03-08T04:33:55.729Z,user_10709,13,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT21aNFJFdzJVbXRPY2s0NFoxTnpWRlJsV20xUWJsRRAB,Đồ ăn ngon nhân viên nhanh nhẹn phục vụ chu đáo,5,2026-03-06T15:31:39.779Z,user_71751,110,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT21aSVMxaEJXbWh6UVVodlVFdFBlblZSUW1zelZVRRAB,"Đồ ăn ngon, phục vụ nhiệt tình.10 điểm!",5,2026-03-06T13:02:01.404Z,user_75100,5,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT25SS1VIUk9jRk15T0ZSWU0yZHBZVkJKUlhaSWEzYxAB,"Đồ ăn ngon, phục vụ nhiệt tình, giá hợp lý",5,2026-03-05T18:58:46.041Z,user_60507,115,1
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT21Wc1JXNWpNVGc0WWtGM01rSmZTWEkyV1hCaVRGRRAB,"Không gian sang trọng , đồ ngon , nhân viên phục vụ nhiệt tình",5,2026-03-05T11:57:13.564Z,user_50851,65,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2xJMlZtZHZNVTl4TjNsV2RIRkRiM2cwVFVkSE5sRRAB,"Fresh veggie, abundant food with yummy taste. Staff sometime slowly response and do wrong bill. Remember to check the bill before paying. The manager is business savy. WC is cleaned.",5,2026-03-03T12:43:47.210Z,user_clone_25474,1,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2xoRkxTMVdUazFpYm5oa1VFVkhUVEJZYjBGeGRVRRAB,Ăn xong về đi ỉa ngay,1,2026-03-02T07:02:16.586Z,user_99618,113,1
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT25kVmIxSnBlSEJhUmxWbUxTMTNlbTVRTW5BMU4yYxAB,nhà hàng sang trọng ngon,5,2026-02-25T11:28:24.424Z,user_28956,101,1
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2xOV1IxbElhVXd0ZDBKSlFVdzJOa3BSYjFkak0xRRAB,Quá tuyệt vời,5,2026-02-23T18:02:37.173Z,user_clone_37988,2,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT25SclVWcDBYMFpOUkdOcFUzbG1VbGt0VlRsbmVHYxAB,"Ăn buffet ở đây khá hời, nhiều món lựa chọn, hải sản tươi. Sẽ giới thiệu cho bạn bè.",5,2026-02-23T16:26:53.526Z,user_45296,99,1
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2s1bmFuUkdVbVp2VFY4dGNHOVVZbkJ1ZW1kWmVsRRAB,Quán ăn khá oce so với mặt bằng chung chất lượng dịch vụ cũng tốt,5,2026-02-23T16:16:37.519Z,user_73499,62,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2pjd2NVOHRWVzFCTnpKalYzazRRMmd5ZDBOeFEzYxAB,"Đồ ăn ngon, nhân viên phục vụ chu đáo nhiệt tình. Điểm trừ là cuối tuần hơi đông nên phải chờ bàn hơi lâu.",5,2026-02-23T16:06:04.006Z,user_91005,38,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT21wU2JUTkVOM1pmVHpsM2NFUTRWazkzY2xOWllYYxAB,"Đồ ăn ngon tuyệt vời, đóng gói cẩn thận sạch sẽ, giao hàng siêu nhanh luôn á, sẽ ủng hộ tiếp.",5,2026-02-23T16:01:56.536Z,user_clone_12883,1,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,ChdDSUhNMG9nS0VJQ0FnTUNRNmVXSXdnRRAB,100₫,5,2026-02-23T15:06:20.550Z,user_73111,44,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2xnMk9GOW1aVlpTZW05Uk9UTkNObTFZYkZSSGIwRRAB,Đồ ăn ra chậm ngồi từ 12h đến 1h ra dc 2 đĩa,1,2026-02-23T06:10:35.677Z,user_57461,48,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT25CTk0xVklka1pNUkdaSU4zbEZiSGt0YjBSalJYYxAB,"Quán báo đông khách, bên mình đã đặt trước từ 9h sáng nhưng 12h ra đợi 40p mới ra 2 đĩa thịt heo luộc, lẩu thì 45p mới báo hết đồ ăn, không biết trong bếp còn gì. Trải nghiệm rất tệ",1,2026-02-23T05:49:20.036Z,user_38961,48,1
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT2pGNlRHbHRTMmhHUzNjNVFWbHpaMVpzVGtNemVtYxAB,"Trải nghiệm ko thể nào tệ hơn, đã đặt trước và món nhưng đến từ 11:30 đến 12:30 không lên bất kỳ món nào
Thực sự quá bực bội",1,2026-02-23T05:25:59.887Z,user_40219,113,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT20xTGFVNVVlVzFMU2paSExXSkZkRmhoWnpCa1kxRRAB,"Phục vụ rất chậm, 1 tiếng đồng hồ không lên đồ ăn",1,2026-02-23T05:25:59.489Z,user_22811,117,0
Bánh Tráng Thịt Heo Giang Mỹ Cơ Sở 1,Ci9DQUlRQUNvZENodHljRjlvT21aNVlraGpZVzFEVGpsS01HSjZSa052Tm5kb1RIYxAB,"23/02/2026 phục vụ tệ , cả tiếng không ra đồ ăn , nhân viên không care",1,2026-02-23T05:23:44.961Z,user_33388,22,1
Nhà hàng Chả cá Ngon Hà Nội,Ci9DQUlRQUNvZENodHljRjlvT2taWlVWUjBPRUZsWTFjd1puWTRWRUZZZUhBelltYxAB,"Đồ ăn tệ, không ngon",1,2026-05-20T13:13:29.928Z,user_33685,86,0
Nhà hàng Chả cá Ngon Hà Nội,Ci9DQUlRQUNvZENodHljRjlvT2xkVmVuVjNSazEwWTAxWWRWY3RUMVJITFdocFJrRRAB,"Nước lẩu đậm đà hợp vị mình, đồ nhúng tươi ngon sạch sẽ. Giá cả có hơi cao một chút nhưng xứng đáng chất lượng.",5,2026-03-26T04:46:15.991Z,user_38688,9,0
Nhà hàng Chả cá Ngon Hà Nội,Ci9DQUlRQUNvZENodHljRjlvT25JelFXUkZZV2xITVhCVFZWTXhaMjB3UTBSTE1tYxAB,"mình k phải người thích ăn cá nhưng đồ ăn ở đây khá hợp miệng mình do nướng miếng cá cháy xém thơm. nếu đến vào khung giờ đông thì phải chờ nhưng k lâu lắm vì nvien rất linh hoạt. rcm mn nên đặt bàn trc cho trải nghiệm được tốt hơn. đến đông thì chia nhau khá hời.
rất thích món khoai lang kén và cá sốt trứng muối ở đây 😋 cánh gà chiên nc mắm cũng rất ngon must try",5,2026-03-07T12:48:23.842Z,user_clone_89941,1,0
Nhà hàng Chả cá Ngon Hà Nội,ChdDSUhNMG9nS0VJQ0FnSURONk9fOTZnRRAB,"💯  Chị chủ training đội ngũ nhân sự của quán rất tốt
❤️  Đội ngũ nhân sự tinh tế, lịch sự, nhẹ nhàng và nhanh nhẹn từ khâu tiếp đón, gợi ý set menu, lên đồ và phục vụ (có hỗ trợ khách rán cá)
🍥 Đồ ăn đồ uống:
1. Bún ko bị chua (điểm cộng rất lớn)
2. Chả cá mềm mọng
3. Nem cá nóng hổi
4. Salad sốt chanh leo có độ ngậy nhẹ nên ko có cảm giác bị ngấy
5. Nước ép tươi ngon
6. Sau khi ăn xong được tặng thêm hũ sữa chua",5,2026-01-07T17:57:18.717Z,user_73320,23,0
Nhà hàng Chả cá Ngon Hà Nội,Ci9DQUlRQUNvZENodHljRjlvT2s1d1UwRlVkbEIwYVcxUmJ6QlZNRkJsYm5Cb2EzYxAB,"Thái độ nhân viên hơi kém, gọi thêm đồ mà mãi không thấy mang lên. Được cái đồ ăn cứu vớt lại khá ngon.",3,2026-01-06T13:57:36.106Z,user_15842,88,0
Nhà hàng Chả cá Ngon Hà Nội,Ci9DQUlRQUNvZENodHljRjlvT2tSaFNGOHdjVU52ZUhOU05FaG9SbTk2T1daVFVXYxAB,Phục vụ quá tệ. Từ nhân viên đến chủ quán,1,2026-01-02T07:47:17.307Z,user_34700,120,1
Nhà hàng Chả cá Ngon Hà Nội,Ci9DQUlRQUNvZENodHljRjlvT21OMFR6Y3lWSFpJTFVrMmRtUlRZM1ZVTVVKcVIxRRAB,"Cá tươi, ngon, tẩm ướp hợp lý. Nhân viên nhiệt tình, dịch vụ chu đáo, biết để ý take care khách. Có nhiều combo dễ lựa chọn. Nhà vệ sinh sạch sẽ rộng rãi. Giá cũng ngang so với mặt bằng chung.",5,2025-11-25T17:40:23.554Z,user_89213,99,0
Nhà hàng Chả cá Ngon Hà Nội,Ci9DQUlRQUNvZENodHljRjlvT2tOQmEyMVlTR0ZDWlc1bmRWSlBja1JOY0V0T1JtYxAB,"Quán phục vụ tệ.
Đồ ăn tạm ổn",2,2025-11-13T13:05:01.171Z,user_30499,12,0
